연도,분기,행정동_코드,행정동_코드_명,총_상주인구_수
2022,1,11215780,능동,11615
2022,1,11215810,광장동,35430
2022,1,11215820,자양1동,22775
2022,1,11215830,자양2동,25646
2022,1,11215840,자양3동,28690
2022,1,11215847,자양4동,17745
2022,1,11215850,구의1동,22038
2022,1,11215860,구의2동,26958
2022,1,11215870,구의3동,29306
2022,1,11230536,용신동,31118
2022,1,11230545,제기동,24935
2022,1,11230560,전농1동,30150
2022,1,11230570,전농2동,19195
2022,1,11230600,답십리1동,29090
2022,1,11230610,답십리2동,29220
2022,1,11230650,장안1동,38693
2022,1,11230660,장안2동,33005
2022,1,11230705,청량리동,19830
2022,1,11230710,회기동,10447
2022,1,11230720,휘경1동,13616
2022,1,11230730,휘경2동,24296
2022,1,11230740,이문1동,18532
2022,1,11230750,이문2동,20461
2022,1,11260520,면목2동,24773
2022,1,11260540,면목4동,18750
2022,1,11260550,면목5동,15170
2022,1,11260565,면목본동,34313
2022,1,11260570,면목7동,22366
2022,1,11260575,면목3?8동,25508
2022,1,11260580,상봉1동,24775
2022,1,11260590,상봉2동,19882
2022,1,11260600,중화1동,20232
2022,1,11260610,중화2동,25562
2022,1,11260620,묵1동,35402
2022,1,11260630,묵2동,19446
2022,1,11260655,망우본동,30392
2022,1,11260660,망우3동,17107
2022,1,11260680,신내1동,39688
2022,1,11260690,신내2동,21208
2022,1,11290525,성북동,16832
2022,1,11290555,삼선동,23545
2022,1,11290575,동선동,15583
2022,1,11290580,돈암1동,15288
2022,1,11290590,돈암2동,24591
2022,1,11290600,안암동,14908
2022,1,11290610,보문동,15749
2022,1,11290620,정릉1동,18647
2022,1,11290630,정릉2동,23495
2022,1,11290640,정릉3동,15532
2022,1,11290650,정릉4동,25601
2022,1,11290660,길음1동,36397
2022,1,11290685,길음2동,17041
2022,1,11290705,종암동,39773
2022,1,11290715,월곡1동,26920
2022,1,11290725,월곡2동,19925
2022,1,11290760,장위1동,20207
2022,1,11290770,장위2동,13848
2022,1,11290780,장위3동,17221
2022,1,11290810,석관동,35589
2022,1,11305534,삼양동,24555
2022,1,11305535,미아동,22217
2022,1,11305545,송중동,30349
2022,1,11305555,송천동,27466
2022,1,11305575,삼각산동,31996
2022,1,11305595,번1동,19057
2022,1,11305603,번2동,16440
2022,1,11305608,번3동,17545
2022,1,11305615,수유1동,21236
2022,1,11305625,수유2동,21476
2022,1,11305635,수유3동,23512
2022,1,11305645,우이동,20955
2022,1,11305660,인수동,31311
2022,1,11320511,창1동,25241
2022,1,11320512,창2동,29648
2022,1,11320513,창3동,14305
2022,1,11320514,창4동,27197
2022,1,11320515,창5동,25203
2022,1,11320521,도봉1동,21653
2022,1,11320522,도봉2동,27800
2022,1,11320660,쌍문1동,21794
2022,1,11320670,쌍문2동,19253
2022,1,11320680,쌍문3동,16762
2022,1,11320681,쌍문4동,19259
2022,1,11320690,방학1동,28975
2022,1,11320700,방학2동,20278
2022,1,11320710,방학3동,27895
2022,1,11350560,월계1동,22454
2022,1,11350570,월계2동,27466
2022,1,11350580,월계3동,30593
2022,1,11350595,공릉1동,37700
2022,1,11350600,공릉2동,39784
2022,1,11350611,하계1동,27479
2022,1,11350612,하계2동,22673
2022,1,11350619,중계본동,24840
2022,1,11350621,중계1동,27473
2022,1,11350624,중계4동,20700
2022,1,11350625,중계2?3동,35461
2022,1,11350630,상계1동,39064
2022,1,11350640,상계2동,20557
2022,1,11350665,상계3?4동,27081
2022,1,11350670,상계5동,24691
2022,1,11350695,상계6?7동,33550
2022,1,11350700,상계8동,22935
2022,1,11350710,상계9동,21136
2022,1,11350720,상계10동,17437
2022,1,11380510,녹번동,37380
2022,1,11380520,불광1동,39732
2022,1,11380530,불광2동,28437
2022,1,11380551,갈현1동,23146
2022,1,11380552,갈현2동,28872
2022,1,11380560,구산동,32750
2022,1,11380570,대조동,27235
2022,1,11380580,응암1동,30938
2022,1,11380590,응암2동,27580
2022,1,11380600,응암3동,25229
2022,1,11380625,역촌동,46566
2022,1,11380631,신사1동,27543
2022,1,11380632,신사2동,20812
2022,1,11380640,증산동,15338
2022,1,11380650,수색동,11132
2022,1,11380690,진관동,57020
2022,1,11410520,천연동,17742
2022,1,11410555,북아현동,16643
2022,1,11410565,충현동,20756
2022,1,11410585,신촌동,19272
2022,1,11410615,연희동,36200
2022,1,11410620,홍제1동,24329
2022,1,11410640,홍제3동,15810
2022,1,11410655,홍제2동,14233
2022,1,11410660,홍은1동,22956
2022,1,11410685,홍은2동,26960
2022,1,11410690,남가좌1동,15900
2022,1,11410700,남가좌2동,30036
2022,1,11410710,북가좌1동,18445
2022,1,11410720,북가좌2동,32607
2022,1,11440555,아현동,25772
2022,1,11440565,공덕동,37964
2022,1,11440585,도화동,21763
2022,1,11440590,용강동,21842
2022,1,11440600,대흥동,14388
2022,1,11440610,염리동,12125
2022,1,11440630,신수동,23146
2022,1,11440655,서강동,24664
2022,1,11440660,서교동,23682
2022,1,11440680,합정동,19846
2022,1,11440690,망원1동,20802
2022,1,11440700,망원2동,19023
2022,1,11440710,연남동,15575
2022,1,11440720,성산1동,19357
2022,1,11440730,성산2동,40394
2022,1,11440740,상암동,31404
2022,1,11470510,목1동,31563
2022,1,11470520,목2동,30445
2022,1,11470530,목3동,22470
2022,1,11470540,목4동,25946
2022,1,11470550,목5동,42205
2022,1,11470560,신월1동,20959
2022,1,11470570,신월2동,21351
2022,1,11470580,신월3동,15749
2022,1,11470590,신월4동,18411
2022,1,11470600,신월5동,15055
2022,1,11470610,신월6동,13741
2022,1,11470611,신월7동,20514
2022,1,11470620,신정1동,20964
2022,1,11470630,신정2동,20051
2022,1,11470640,신정3동,46374
2022,1,11470650,신정4동,33533
2022,1,11470670,신정6동,25017
2022,1,11470680,신정7동,29891
2022,1,11500510,염창동,41853
2022,1,11500520,등촌1동,24118
2022,1,11500530,등촌2동,21104
2022,1,11500535,등촌3동,31490
2022,1,11500540,화곡1동,51115
2022,1,11500550,화곡2동,17836
2022,1,11500560,화곡3동,21443
2022,1,11500570,화곡4동,20867
2022,1,11500590,화곡본동,38372
2022,1,11500591,화곡6동,24230
2022,1,11500593,화곡8동,24746
2022,1,11500603,가양1동,34206
2022,1,11500604,가양2동,14520
2022,1,11500605,가양3동,15544
2022,1,11500611,발산1동,37403
2022,1,11500615,우장산동,43678
2022,1,11500620,공항동,26929
2022,1,11500630,방화1동,44340
2022,1,11500640,방화2동,23107
2022,1,11500641,방화3동,23471
2022,1,11530510,신도림동,36197
2022,1,11530520,구로1동,21220
2022,1,11530530,구로2동,24606
2022,1,11530540,구로3동,23853
2022,1,11530550,구로4동,20378
2022,1,11530560,구로5동,29372
2022,1,11530595,가리봉동,9271
2022,1,11530720,고척1동,23146
2022,1,11530730,고척2동,27366
2022,1,11530740,개봉1동,34336
2022,1,11530750,개봉2동,31775
2022,1,11530760,개봉3동,20845
2022,1,11530770,오류1동,22669
2022,1,11530780,오류2동,39127
2022,1,11530790,수궁동,23972
2022,1,11530800,항동,16279
2022,1,11545510,가산동,23050
2022,1,11545610,독산1동,42270
2022,1,11545620,독산2동,19016
2022,1,11545630,독산3동,24503
2022,1,11545640,독산4동,15537
2022,1,11545670,시흥1동,33778
2022,1,11545680,시흥2동,21962
2022,1,11545690,시흥3동,11130
2022,1,11545700,시흥4동,20791
2022,1,11545710,시흥5동,19686
2022,1,11560515,영등포본동,21466
2022,1,11560535,영등포동,28026
2022,1,11560540,여의동,34156
2022,1,11560550,당산1동,20750
2022,1,11560560,당산2동,37551
2022,1,11560585,도림동,18248
2022,1,11560605,문래동,33159
2022,1,11560610,양평1동,17384
2022,1,11560620,양평2동,22389
2022,1,11560630,신길1동,17447
2022,1,11560650,신길3동,16891
2022,1,11560660,신길4동,10489
2022,1,11560670,신길5동,11179
2022,1,11560680,신길6동,19624
2022,1,11560690,신길7동,20286
2022,1,11560700,대림1동,14842
2022,1,11560710,대림2동,12409
2022,1,11560720,대림3동,22896
2022,1,11590510,노량진1동,32054
2022,1,11590520,노량진2동,12664
2022,1,11590530,상도1동,45153
2022,1,11590540,상도2동,27835
2022,1,11590550,상도3동,25071
2022,1,11590560,상도4동,28885
2022,1,11590605,흑석동,32306
2022,1,11590620,사당1동,23072
2022,1,11590630,사당2동,27227
2022,1,11590640,사당3동,25027
2022,1,11590650,사당4동,14426
2022,1,11590651,사당5동,14690
2022,1,11590660,대방동,38781
2022,1,11590670,신대방1동,23662
2022,1,11590680,신대방2동,20916
2022,1,11620525,보라매동,23236
2022,1,11620545,청림동,15551
2022,1,11620565,성현동,33366
2022,1,11620575,행운동,28912
2022,1,11620585,낙성대동,15664
2022,1,11620595,청룡동,34681
2022,1,11620605,은천동,33720
2022,1,11620615,중앙동,15166
2022,1,11620625,인헌동,25460
2022,1,11620630,남현동,18396
2022,1,11620645,서원동,22343
2022,1,11620655,신원동,18098
2022,1,11620665,서림동,25506
2022,1,11620685,신사동,22688
2022,1,11620695,신림동,21839
2022,1,11620715,난향동,15780
2022,1,11620725,조원동,17480
2022,1,11620735,대학동,24481
2022,1,11620745,삼성동,23760
2022,1,11620765,미성동,30979
2022,1,11620775,난곡동,27330
2022,1,11650510,서초1동,21009
2022,1,11650520,서초2동,21404
2022,1,11650530,서초3동,31930
2022,1,11650531,서초4동,31457
2022,1,11650540,잠원동,28349
2022,1,11650550,반포본동,11947
2022,1,11650560,반포1동,32298
2022,1,11650570,반포2동,16079
2022,1,11650580,반포3동,22333
2022,1,11650581,반포4동,19377
2022,1,11650590,방배본동,21099
2022,1,11650600,방배1동,17245
2022,1,11650610,방배2동,20247
2022,1,11650620,방배3동,21283
2022,1,11650621,방배4동,23722
2022,1,11650651,양재1동,44542
2022,1,11650652,양재2동,22452
2022,1,11650660,내곡동,17915
2022,1,11680510,신사동,16672
2022,1,11680521,논현1동,22994
2022,1,11680531,논현2동,21740
2022,1,11680545,압구정동,27248
2022,1,11680565,청담동,27014
2022,1,11680580,삼성1동,13407
2022,1,11680590,삼성2동,30115
2022,1,11680600,대치1동,24900
2022,1,11680610,대치2동,37565
2022,1,11680630,대치4동,20478
2022,1,11680640,역삼1동,35804
2022,1,11680650,역삼2동,36944
2022,1,11680655,도곡1동,22087
2022,1,11680656,도곡2동,33941
2022,1,11680660,개포1동,6408
2022,1,11680670,개포2동,22211
2022,1,11680690,개포4동,22529
2022,1,11680700,세곡동,44314
2022,1,11680720,일원본동,23927
2022,1,11680730,일원1동,15672
2022,1,11680740,일원2동,17642
2022,1,11680750,수서동,15241
2022,1,11710510,풍납1동,13896
2022,1,11710520,풍납2동,25501
2022,1,11710531,거여1동,12616
2022,1,11710532,거여2동,19174
2022,1,11710540,마천1동,19745
2022,1,11710550,마천2동,19564
2022,1,11710561,방이1동,16193
2022,1,11710562,방이2동,26148
2022,1,11710566,오륜동,18483
2022,1,11710570,오금동,39515
2022,1,11710580,송파1동,24810
2022,1,11710590,송파2동,20645
2022,1,11710600,석촌동,32530
2022,1,11710610,삼전동,31448
2022,1,11710620,가락본동,27076
2022,1,11710631,가락1동,27823
2022,1,11710632,가락2동,33013
2022,1,11710641,문정1동,20369
2022,1,11710642,문정2동,29877
2022,1,11710646,장지동,30000
2022,1,11710647,위례동,30548
2022,1,11710650,잠실본동,28558
2022,1,11710670,잠실2동,36151
2022,1,11710680,잠실3동,35314
2022,1,11710690,잠실4동,21711
2022,1,11710710,잠실6동,17212
2022,1,11710720,잠실7동,9882
2022,1,11740515,강일동,35390
2022,1,11740520,상일동,33197
2022,1,11740530,명일1동,26280
2022,1,11740540,명일2동,17494
2022,1,11740550,고덕1동,25955
2022,1,11740560,고덕2동,22444
2022,1,11740570,암사1동,35440
2022,1,11740580,암사2동,15439
2022,1,11740590,암사3동,18359
2022,1,11740600,천호1동,27485
2022,1,11740610,천호2동,34494
2022,1,11740620,천호3동,26573
2022,1,11740640,성내1동,20230
2022,1,11740650,성내2동,24318
2022,1,11740660,성내3동,23440
2022,1,11740685,길동,46576
2022,1,11740690,둔촌1동,24
2022,1,11740700,둔촌2동,26347
2022,2,11110515,청운효자동,12434
2022,2,11110530,사직동,9524
2022,2,11110540,삼청동,2635
2022,2,11110550,부암동,10015
2022,2,11110560,평창동,18390
2022,2,11110570,무악동,8541
2022,2,11110580,교남동,10466
2022,2,11110600,가회동,4325
2022,2,11110615,종로1?2?3?4가동,7242
2022,2,11110630,종로5?6가동,5219
2022,2,11110640,이화동,7603
2022,2,11110650,혜화동,16799
2022,2,11110670,창신1동,5129
2022,2,11110680,창신2동,8326
2022,2,11110690,창신3동,6921
2022,2,11110700,숭인1동,6080
2022,2,11110710,숭인2동,9700
2022,2,11140520,소공동,2073
2022,2,11140540,회현동,5124
2022,2,11140550,명동,2766
2022,2,11140570,필동,4038
2022,2,11140580,장충동,4665
2022,2,11140590,광희동,5204
2022,2,11140605,을지로동,1959
2022,2,11140615,신당동,7698
2022,2,11140625,다산동,14154
2022,2,11140635,약수동,17127
2022,2,11140645,청구동,14045
2022,2,11140650,신당5동,10518
2022,2,11140665,동화동,10659
2022,2,11140670,황학동,12570
2022,2,11140680,중림동,12288
2022,2,11170510,후암동,17736
2022,2,11170520,용산2가동,9925
2022,2,11170530,남영동,7618
2022,2,11170555,청파동,19837
2022,2,11170560,원효로1동,16085
2022,2,11170570,원효로2동,14197
2022,2,11170580,효창동,10191
2022,2,11170590,용문동,12297
2022,2,11170625,한강로동,19846
2022,2,11170630,이촌1동,28160
2022,2,11170640,이촌2동,8729
2022,2,11170650,이태원1동,6926
2022,2,11170660,이태원2동,9269
2022,2,11170685,한남동,21151
2022,2,11170690,서빙고동,13196
2022,2,11170700,보광동,14218
2022,2,11200520,왕십리2동,17081
2022,2,11200535,왕십리도선동,27086
2022,2,11200540,마장동,22773
2022,2,11200550,사근동,11920
2022,2,11200560,행당1동,14071
2022,2,11200570,행당2동,24054
2022,2,11200580,응봉동,15758
2022,2,11200590,금호1가동,15703
2022,2,11200615,금호2?3가동,23406
2022,2,11200620,금호4가동,14708
2022,2,11200645,옥수동,26675
2022,2,11200650,성수1가1동,16575
2022,2,11200660,성수1가2동,13438
2022,2,11200670,성수2가1동,16593
2022,2,11200690,성수2가3동,11147
2022,2,11200720,송정동,10729
2022,2,11200790,용답동,11806
2022,2,11215710,화양동,22632
2022,2,11215730,군자동,19923
2022,2,11215740,중곡1동,16176
2022,2,11215750,중곡2동,21787
2022,2,11215760,중곡3동,16644
2022,2,11215770,중곡4동,29181
2022,2,11215780,능동,11615
2022,2,11215810,광장동,35430
2022,2,11215820,자양1동,22775
2022,2,11215830,자양2동,25646
2022,2,11215840,자양3동,28690
2022,2,11215847,자양4동,17745
2022,2,11215850,구의1동,22038
2022,2,11215860,구의2동,26958
2022,2,11215870,구의3동,29306
2022,2,11230536,용신동,31118
2022,2,11230545,제기동,24935
2022,2,11230560,전농1동,30150
2022,2,11230570,전농2동,19195
2022,2,11230600,답십리1동,29090
2022,2,11230610,답십리2동,29220
2022,2,11230650,장안1동,38693
2022,2,11230660,장안2동,33005
2022,2,11230705,청량리동,19830
2022,2,11230710,회기동,10447
2022,2,11230720,휘경1동,13616
2022,2,11230730,휘경2동,24296
2022,2,11230740,이문1동,18532
2022,2,11230750,이문2동,20461
2022,2,11260520,면목2동,24773
2022,2,11260540,면목4동,18750
2022,2,11260550,면목5동,15170
2022,2,11260565,면목본동,34313
2022,2,11260570,면목7동,22366
2022,2,11260575,면목3?8동,25508
2022,2,11260580,상봉1동,24775
2022,2,11260590,상봉2동,19882
2022,2,11260600,중화1동,20232
2022,2,11260610,중화2동,25562
2022,2,11260620,묵1동,35402
2022,2,11260630,묵2동,19446
2022,2,11260655,망우본동,30392
2022,2,11260660,망우3동,17107
2022,2,11260680,신내1동,39688
2022,2,11260690,신내2동,21208
2022,2,11290525,성북동,16832
2022,2,11290555,삼선동,23545
2022,2,11290575,동선동,15583
2022,2,11290580,돈암1동,15288
2022,2,11290590,돈암2동,24591
2022,2,11290600,안암동,14908
2022,2,11290610,보문동,15749
2022,2,11290620,정릉1동,18647
2022,2,11290630,정릉2동,23495
2022,2,11290640,정릉3동,15532
2022,2,11290650,정릉4동,25601
2022,2,11290660,길음1동,36397
2022,2,11290685,길음2동,17041
2022,2,11290705,종암동,39773
2022,2,11290715,월곡1동,26920
2022,2,11290725,월곡2동,19925
2022,2,11290760,장위1동,20207
2022,2,11290770,장위2동,13848
2022,2,11290780,장위3동,17221
2022,2,11290810,석관동,35589
2022,2,11305534,삼양동,24555
2022,2,11305535,미아동,22217
2022,2,11305545,송중동,30349
2022,2,11305555,송천동,27466
2022,2,11305575,삼각산동,31996
2022,2,11305595,번1동,19057
2022,2,11305603,번2동,16440
2022,2,11305608,번3동,17545
2022,2,11305615,수유1동,21236
2022,2,11305625,수유2동,21476
2022,2,11305635,수유3동,23512
2022,2,11305645,우이동,20955
2022,2,11305660,인수동,31311
2022,2,11320511,창1동,25241
2022,2,11320512,창2동,29648
2022,2,11320513,창3동,14305
2022,2,11320514,창4동,27197
2022,2,11320515,창5동,25203
2022,2,11320521,도봉1동,21653
2022,2,11320522,도봉2동,27800
2022,2,11320660,쌍문1동,21794
2022,2,11320670,쌍문2동,19253
2022,2,11320680,쌍문3동,16762
2022,2,11320681,쌍문4동,19259
2022,2,11320690,방학1동,28975
2022,2,11320700,방학2동,20278
2022,2,11320710,방학3동,27895
